Player,Nation,Age,Pos,Squad,Season,Min,Gls,Ast,xG,xA,npxG,xAG,G+A,Sh,SoT,G/Sh,G/SoT,PrgC,PrgP,PrgR,KP,1/3,PPA,CrsPA,Cmp%,TotDist,PrgDist,SCA,GCA,SCA90,GCA90,Tkl,TklW,Int,Blocks,Clr,Tkl+Int,Touches,Succ,Succ%,Carries,CrdY,CrdR,Fls,Fld,GA,Saves,Save%,CS,PSxG,PSxG+/-,#OPA,AvgDist,MP,Starts,90s,Mn/MP,PPM,+/-,+/-90,npxG+xAG,SoT%
Jérôme Boateng,de GER,32,DF,Lyon,2021-2022,1622.0,0.0,1.0,0.3,1.2,0.3,1.7,1.0,5.0,3.0,0.0,0.0,4,85,4,8,80,7,2,87.3,20956,8278,23,3,1.28,0.17,20.0,15,20,2,73,40,1282,2,50.0,839,6,0,13,0,,,,,,,,,24,19,18.0,68,1.75,5,0.28,2.0,60.0
Kevin-Prince Boateng,gh GHA,34,"MF,FW",Hertha BSC,2021-2022,696.0,0.0,0.0,0.3,0.4,0.3,0.5,0.0,10.0,2.0,0.0,0.0,0,35,21,7,30,1,0,76.4,4464,1269,19,0,2.46,0.0,6.0,5,6,4,11,12,403,6,66.7,201,8,0,21,2,,,,,,,,,18,8,7.7,39,1.11,-3,-0.39,0.8,20.0
Antonin Bobichon,fr FRA,25,"MF,FW",Angers,2021-2022,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,1,2,0,2,0,0,70.6,178,51,2,0,4.74,0.0,1.0,0,1,0,0,2,20,0,0.0,11,0,0,0,0,,,,,,,,,4,0,0.4,10,1.5,0,0.0,0.0,
Herbert Bockhorn,de GER,26,DF,Bochum,2021-2022,850.0,0.0,0.0,0.3,0.5,0.3,0.3,0.0,7.0,2.0,0.0,0.0,31,24,27,4,18,3,2,69.4,3949,1033,15,1,1.78,0.12,20.0,14,14,13,18,34,456,15,65.2,229,1,0,7,4,,,,,,,,,18,7,9.4,47,0.61,-12,-1.27,0.6,28.57142857142857
Jean-Paul Boëtius,sr SUR,27,MF,Mainz 05,2021-2022,1800.0,2.0,2.0,1.0,2.8,1.0,2.7,4.0,24.0,8.0,0.08,0.25,17,119,49,26,84,24,4,74.2,12816,4803,62,6,3.1,0.3,40.0,23,25,14,11,65,1165,22,68.8,615,3,0,20,3,,,,,,,,,33,19,20.0,55,1.3,-3,-0.15,3.7,33.33333333333333
Jeremie Boga,ci CIV,24,"FW,MF",Atalanta,2021-2022,764.0,0.0,0.0,1.0,1.9,1.0,1.1,0.0,21.0,5.0,0.0,0.0,64,53,77,20,26,26,1,79.5,4412,1219,51,0,6.01,0.0,7.0,3,1,11,3,8,531,31,52.5,366,0,0,1,2,,,,,,,,,15,7,8.5,51,0.87,0,0.0,2.1,23.809523809523807
Jeremie Boga,ci CIV,24,"FW,MF",Sassuolo,2021-2022,670.0,0.0,2.0,1.0,0.7,1.0,0.8,2.0,15.0,5.0,0.0,0.0,46,17,58,7,10,3,0,81.2,2738,478,24,4,3.22,0.54,7.0,4,2,7,1,9,353,28,58.3,249,0,0,1,2,,,,,,,,,12,8,7.4,56,1.0,-3,-0.4,1.8,33.33333333333333
Luka Bogdan,hr CRO,25,DF,Salernitana,2021-2022,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,1,6,0,0,5,0,0,69.4,1614,687,1,0,0.23,0.0,6.0,3,6,2,21,12,178,0,,84,0,0,2,0,,,,,,,,,6,4,4.4,67,0.0,-16,-3.61,0.0,0.0
Emil Bohinen,no NOR,22,MF,Salernitana,2021-2022,699.0,0.0,1.0,0.1,0.4,0.1,0.4,1.0,4.0,3.0,0.0,0.0,14,20,13,11,15,1,0,78.6,3599,948,25,1,3.22,0.13,15.0,9,12,5,14,27,402,11,64.7,179,5,0,16,1,,,,,,,,,11,8,7.8,64,1.45,1,0.13,0.5,75.0
Quentin Boisgard,fr FRA,24,"MF,FW",Lorient,2021-2022,958.0,1.0,1.0,0.8,0.8,0.8,1.4,2.0,16.0,8.0,0.06,0.13,18,31,57,11,28,8,1,72.2,4496,1285,27,2,2.54,0.19,19.0,11,6,12,5,25,530,11,47.8,310,3,0,11,3,,,,,,,,,25,9,10.6,38,0.76,-12,-1.13,2.2,50.0
Charles Boli,fr FRA,22,"MF,DF",Lens,2021-2022,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,2,2,0,2,0,0,80.0,254,40,1,0,2.81,0.0,2.0,1,0,0,0,2,22,0,,15,0,0,0,0,,,,,,,,,4,0,0.4,8,0.0,0,0.0,0.0,
Willy Boly,ci CIV,30,DF,Wolves,2021-2022,900.0,0.0,0.0,0.2,0.1,0.2,0.1,0.0,2.0,1.0,0.0,0.0,6,20,0,1,20,0,0,83.9,8303,3409,3,0,0.3,0.0,25.0,19,14,4,35,39,663,3,50.0,367,1,0,7,0,,,,,,,,,10,10,10.0,90,0.8,-7,-0.7,0.30000000000000004,50.0
Giacomo Bonaventura,it ITA,31,MF,Fiorentina,2021-2022,2266.0,4.0,4.0,4.7,2.1,4.7,2.3,8.0,46.0,14.0,0.09,0.29,76,131,94,33,87,22,1,82.8,16878,3407,83,13,3.3,0.52,33.0,17,14,18,9,47,1419,30,63.8,838,8,1,31,5,,,,,,,,,31,28,25.2,73,1.55,13,0.52,7.0,30.434782608695656
Federico Bonazzoli,it ITA,24,"FW,MF",Salernitana,2021-2022,1866.0,10.0,0.0,7.5,1.1,5.9,1.1,10.0,55.0,20.0,0.15,0.4,25,46,85,10,34,10,2,74.4,7100,1145,41,1,1.98,0.05,24.0,12,6,19,7,30,781,15,50.0,463,6,0,31,6,,,,,,,,,32,19,20.7,58,0.91,-25,-1.21,7.0,36.36363636363637
Tarsis Bonga,de GER,24,"MF,FW",Bochum,2021-2022,17.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,3.0,1.0,0.0,0.0,1,0,2,0,0,0,0,50.0,29,0,0,0,0.0,0.0,0.0,0,0,2,0,0,17,1,100.0,10,0,0,0,0,,,,,,,,,3,0,0.2,6,1.33,-1,-5.29,0.2,33.33333333333333
Kevin Bonifazi,it ITA,25,DF,Bologna,2021-2022,1210.0,0.0,0.0,0.7,0.4,0.7,0.8,0.0,9.0,0.0,0.0,,18,51,4,4,40,2,0,81.0,10846,4146,12,2,0.89,0.15,25.0,16,16,5,35,41,833,17,81.0,458,4,1,15,0,,,,,,,,,22,14,13.4,55,1.41,-2,-0.15,1.5,0.0
Solomon Bonnah,nl NED,17,DF,RB Leipzig,2021-2022,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,0,100.0,64,13,0,0,0.0,0.0,0.0,0,1,0,0,1,5,0,,3,0,0,0,0,,,,,,,,,1,0,0.1,6,0.0,0,0.0,0.0,
Leonardo Bonucci,it ITA,34,DF,Juventus,2021-2022,2005.0,5.0,0.0,4.7,0.4,2.3,0.7,5.0,14.0,3.0,0.14,0.67,2,66,0,11,78,3,0,86.3,25899,11106,18,2,0.81,0.09,14.0,5,26,5,82,40,1522,4,57.1,820,1,0,17,0,,,,,,,,,24,22,22.3,84,1.54,4,0.18,3.0,21.428571428571427
Sebastiaan Bornauw,be BEL,22,DF,Wolfsburg,2021-2022,2007.0,1.0,0.0,1.1,0.4,1.1,0.2,1.0,13.0,4.0,0.08,0.25,0,35,5,3,33,0,0,85.6,20537,7223,5,1,0.22,0.04,30.0,19,42,2,97,72,1419,2,50.0,818,4,0,22,0,,,,,,,,,27,23,22.3,74,0.96,-7,-0.31,1.3,30.76923076923077
Rafael Borré,co COL,25,FW,Eint Frankfurt,2021-2022,2378.0,8.0,4.0,7.5,2.7,7.5,3.5,12.0,53.0,24.0,0.15,0.33,43,60,168,29,32,23,1,70.5,6740,1241,66,9,2.5,0.34,31.0,22,5,31,9,36,995,29,51.8,594,5,0,40,6,,,,,,,,,31,28,26.4,77,1.32,1,0.04,11.0,45.28301886792453
Sven Botman,nl NED,21,DF,Lille,2021-2022,2250.0,3.0,1.0,1.6,0.5,1.6,0.2,4.0,15.0,5.0,0.2,0.6,12,79,0,7,58,3,0,87.9,26020,10123,18,2,0.72,0.08,24.0,11,26,11,116,50,1762,5,100.0,1065,4,0,16,0,,,,,,,,,25,25,25.0,90,1.6,0,0.0,1.8,33.33333333333333
Denis Bouanga,ga GAB,26,"FW,MF",Saint-Étienne,2021-2022,2436.0,9.0,6.0,8.0,4.1,8.0,4.9,15.0,84.0,30.0,0.11,0.3,79,66,244,33,45,22,8,67.8,8918,2448,87,12,3.21,0.44,46.0,25,8,17,34,54,1270,56,46.3,772,4,1,50,3,,,,,,,,,34,28,27.1,72,0.85,-29,-1.07,12.9,35.714285714285715
Hicham Boudaoui,dz ALG,21,MF,Nice,2021-2022,1621.0,3.0,2.0,1.1,2.4,1.1,2.7,5.0,16.0,5.0,0.19,0.6,38,47,101,15,38,15,7,75.0,6827,1477,32,4,1.78,0.22,31.0,18,18,23,15,49,885,22,52.4,596,7,0,30,3,,,,,,,,,29,21,18.0,56,2.0,10,0.56,3.8000000000000003,31.25
Ryad Boudebouz,dz ALG,31,"MF,FW",Saint-Étienne,2021-2022,2252.0,3.0,4.0,2.3,3.5,1.5,3.6,7.0,27.0,9.0,0.07,0.22,85,182,138,53,119,21,4,77.7,21760,5825,96,6,3.84,0.24,27.0,15,10,24,5,37,1798,55,68.8,1156,2,0,14,2,,,,,,,,,30,27,25.0,75,0.97,-21,-0.84,5.1,33.33333333333333
Sofiane Boufal,ma MAR,27,"FW,MF",Angers,2021-2022,2330.0,8.0,4.0,8.5,5.2,6.1,6.4,12.0,60.0,24.0,0.08,0.21,127,125,207,56,65,33,4,73.4,12458,3618,137,15,5.29,0.58,44.0,29,7,25,1,51,1456,91,46.0,1006,6,0,44,13,,,,,,,,,29,28,25.9,80,1.0,-13,-0.5,12.5,40.0
Farid Boulaya,dz ALG,28,"MF,FW",Metz,2021-2022,1526.0,4.0,2.0,1.5,3.6,1.5,3.5,6.0,19.0,6.0,0.21,0.67,50,74,73,32,59,17,2,66.4,9452,3071,46,2,2.71,0.12,18.0,10,12,23,5,30,904,19,59.4,579,1,1,7,0,,,,,,,,,24,18,17.0,64,0.83,-18,-1.06,5.0,31.57894736842105
Yassine Bounou,ma MAR,30,GK,Sevilla,2021-2022,2790.0,0.0,2.0,0.0,0.0,0.0,0.6,2.0,0.0,0.0,,,0,0,0,2,10,0,0,76.4,23163,13690,4,2,0.13,0.06,0.0,0,0,1,11,0,1127,1,100.0,603,2,0,0,0,24.0,75.0,78.0,13.0,26.6,2.6,24.0,12.8,31,31,31.0,90,1.77,16,0.52,0.6,
Ismaël Boura,km COM,20,DF,Lens,2021-2022,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2,3,2,0,1,1,0,84.7,1032,340,0,0,0.0,0.0,2.0,2,2,0,5,4,83,0,,26,0,0,0,0,,,,,,,,,5,1,1.1,19,1.8,1,0.95,0.0,0.0
Mehdi Bourabia,ma MAR,29,MF,Spezia,2021-2022,282.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1,8,1,2,11,0,0,82.7,1435,451,5,2,1.61,0.64,5.0,1,3,2,10,8,163,6,60.0,67,0,0,6,0,,,,,,,,,8,2,3.1,35,0.5,-4,-1.28,0.0,100.0
Benjamin Bourigeaud,fr FRA,27,"FW,MF",Rennes,2021-2022,3193.0,11.0,12.0,5.7,11.6,5.7,12.3,23.0,51.0,21.0,0.22,0.52,47,201,322,122,133,82,26,70.8,26382,8525,176,18,4.96,0.51,46.0,24,30,43,44,76,2263,9,42.9,1294,2,0,25,1,,,,,,,,,38,38,35.5,84,1.74,36,1.01,18.0,41.17647058823529
Redwan Bourles,fr FRA,18,"MF,FW",Lorient,2021-2022,16.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,,,0,1,2,0,0,1,0,57.1,58,20,0,0,0.0,0.0,0.0,0,0,0,0,0,8,0,,5,0,0,0,0,,,,,,,,,4,0,0.2,4,1.0,1,5.63,0.0,
Edoardo Bove,it ITA,19,"MF,DF",Roma,2021-2022,68.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2,3,2,0,4,0,0,82.9,544,128,0,0,0.0,0.0,1.0,1,1,0,0,2,44,1,100.0,24,0,0,1,0,,,,,,,,,11,0,0.8,6,2.27,4,5.29,0.0,100.0
Jarrod Bowen,eng ENG,24,FW,West Ham,2021-2022,2983.0,12.0,10.0,11.9,4.3,11.9,6.1,22.0,79.0,34.0,0.15,0.35,74,66,204,41,30,24,3,66.5,9502,2529,98,19,2.96,0.57,36.0,20,21,30,14,57,1225,50,56.8,710,6,0,25,5,,,,,,,,,36,34,33.1,83,1.47,11,0.33,18.0,43.037974683544306
Dedryck Boyata,be BEL,30,DF,Hertha BSC,2021-2022,1898.0,0.0,0.0,0.8,0.2,0.8,0.2,0.0,10.0,2.0,0.0,0.0,4,18,0,5,13,3,0,83.9,13352,4078,9,2,0.43,0.09,15.0,13,17,4,134,32,1019,3,75.0,510,1,1,11,1,,,,,,,,,23,22,21.1,83,1.17,-15,-0.71,1.0,20.0
Lucas Boyé,ar ARG,25,FW,Elche,2021-2022,1713.0,7.0,3.0,4.6,0.7,4.6,2.0,10.0,49.0,16.0,0.14,0.44,37,37,89,22,18,8,0,71.8,4319,733,47,9,2.47,0.47,27.0,13,2,15,23,29,796,57,64.8,533,3,0,39,3,,,,,,,,,24,22,19.0,71,1.0,-5,-0.26,6.6,32.6530612244898
Domagoj Bradarić,hr CRO,21,DF,Lille,2021-2022,417.0,0.0,0.0,0.1,0.8,0.1,0.7,0.0,1.0,0.0,0.0,,11,15,21,6,19,3,2,74.1,3571,1028,10,0,2.16,0.0,11.0,9,10,5,7,21,342,2,40.0,206,2,0,5,0,,,,,,,,,15,2,4.6,28,1.4,1,0.22,0.7999999999999999,0.0
Bilal Brahimi,dz ALG,21,MF,Nice,2021-2022,378.0,0.0,0.0,0.6,0.7,0.6,0.9,0.0,4.0,0.0,0.0,,25,9,39,10,6,8,7,69.6,2142,465,18,0,4.29,0.0,1.0,1,2,3,1,3,216,3,30.0,164,1,0,4,1,,,,,,,,,11,2,4.2,34,1.45,3,0.71,1.5,0.0
Bilal Brahimi,dz ALG,21,FW,Angers,2021-2022,338.0,0.0,1.0,0.5,0.8,0.5,0.9,1.0,6.0,2.0,0.0,0.0,19,5,32,7,2,5,2,69.5,953,255,14,3,3.73,0.8,1.0,1,1,6,1,2,139,11,55.0,115,0,0,2,2,,,,,,,,,9,3,3.8,38,1.11,-1,-0.27,1.4,33.33333333333333
Martin Braithwaite,dk DEN,30,FW,Barcelona,2021-2022,235.0,2.0,1.0,0.9,0.6,0.9,1.2,3.0,7.0,3.0,0.29,0.67,5,4,24,2,1,1,0,78.6,549,80,2,0,0.77,0.0,1.0,1,1,1,1,2,82,2,66.7,49,0,0,5,0,,,,,,,,,4,3,2.6,59,2.5,2,0.77,2.1,42.857142857142854
Julian Brandt,de GER,25,"MF,FW",Dortmund,2021-2022,2078.0,9.0,8.0,4.9,6.3,4.9,4.6,17.0,34.0,15.0,0.26,0.6,66,126,171,44,72,40,6,77.2,15110,4255,97,22,4.2,0.95,37.0,19,24,22,14,61,1575,38,58.5,929,3,0,12,0,,,,,,,,,31,22,23.1,67,2.03,30,1.3,9.5,44.11764705882353
Jarrad Branthwaite,eng ENG,19,DF,Everton,2021-2022,388.0,1.0,0.0,0.5,0.0,0.5,0.0,1.0,3.0,2.0,0.33,0.5,1,12,0,0,9,0,0,76.1,1392,666,0,0,0.0,0.0,4.0,1,1,1,20,5,158,1,50.0,62,0,1,3,0,,,,,,,,,6,4,4.3,65,0.17,-8,-1.86,0.5,66.66666666666666
Darko Brašanac,rs SRB,29,MF,Osasuna,2021-2022,2405.0,1.0,2.0,1.5,1.7,1.5,1.7,3.0,17.0,5.0,0.06,0.2,42,103,167,29,63,17,3,74.3,9449,2146,63,7,2.36,0.26,35.0,22,25,35,15,60,1129,15,55.6,565,8,0,52,2,,,,,,,,,35,27,26.7,69,1.23,-6,-0.22,3.2,29.411764705882355
Lilian Brassier,fr FRA,21,DF,Brest,2021-2022,2263.0,1.0,0.0,1.1,0.4,1.1,0.6,1.0,11.0,2.0,0.09,0.5,31,86,22,8,91,9,1,79.5,21613,8622,20,1,0.8,0.04,40.0,24,32,12,86,72,1525,5,31.3,957,4,0,24,0,,,,,,,,,31,23,25.1,73,1.26,-7,-0.28,1.7000000000000002,18.181818181818183
Claudio Bravo,cl CHI,38,GK,Betis,2021-2022,1456.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,,,0,0,0,1,9,1,0,65.5,10758,8164,4,0,0.25,0.0,0.0,0,0,0,6,0,534,0,,285,2,0,1,0,19.0,39.0,67.9,5.0,18.6,1.6,9.0,11.0,17,17,16.2,86,1.65,11,0.68,0.1,
Iker Bravo,es ESP,16,FW,Leverkusen,2021-2022,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,1.0,1,0,0,0,1,2,0,,1,0,0,0,0,,,,,,,,,1,0,0.1,12,1.0,1,7.5,0.0,
Fabian Bredlow,de GER,26,GK,Stuttgart,2021-2022,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,2,0,0,89.9,2499,1700,0,0,0.0,0.0,0.0,0,0,0,1,0,141,0,,74,0,0,0,0,7.0,17.0,70.8,0.0,6.7,-0.3,4.0,17.8,4,4,4.0,90,0.5,-4,-1.0,0.0,
Josip Brekalo,hr CRO,23,MF,Torino,2021-2022,2286.0,7.0,2.0,4.3,4.8,4.3,5.5,9.0,44.0,17.0,0.16,0.41,78,105,186,62,65,35,12,71.6,14202,3308,122,9,4.8,0.35,9.0,5,4,34,7,13,1379,40,57.1,878,1,0,20,3,,,,,,,,,32,26,25.4,71,1.34,1,0.04,9.8,38.63636363636363
Josip Brekalo,hr CRO,23,FW,Wolfsburg,2021-2022,21.0,0.0,1.0,0.0,0.4,0.0,0.3,1.0,0.0,0.0,,,0,1,3,1,0,0,0,70.6,219,32,1,1,4.29,4.29,0.0,0,0,1,0,0,20,1,100.0,16,0,0,0,0,,,,,,,,,1,0,0.2,21,3.0,2,8.57,0.3,
Gleison Bremer,br BRA,24,DF,Torino,2021-2022,2890.0,3.0,1.0,4.4,0.6,4.4,0.4,4.0,27.0,10.0,0.11,0.3,18,64,6,7,46,4,0,81.3,23627,7926,23,2,0.72,0.06,49.0,24,105,10,137,154,1909,17,73.9,936,7,0,66,0,,,,,,,,,33,33,32.1,88,1.33,9,0.28,4.800000000000001,37.03703703703704
Jimmy Briand,fr FRA,35,"FW,MF",Bordeaux,2021-2022,226.0,2.0,1.0,2.2,0.7,0.7,1.0,3.0,8.0,2.0,0.13,0.5,2,7,23,11,3,4,0,83.1,816,207,18,2,7.2,0.8,2.0,0,1,3,2,3,107,1,25.0,62,1,0,5,0,,,,,,,,,17,1,2.5,13,0.88,4,1.59,1.7,25.0
Yan Brice Eteki,cm CMR,23,MF,Granada,2021-2022,343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2,17,0,1,9,0,0,74.8,1589,466,3,0,0.79,0.0,6.0,3,4,2,6,10,169,1,33.3,82,3,0,18,0,,,,,,,,,12,2,3.8,29,1.33,0,0.0,0.0,0.0
Brian Brobbey,nl NED,19,"FW,MF",RB Leipzig,2021-2022,131.0,0.0,2.0,0.6,0.1,0.6,0.7,2.0,4.0,0.0,0.0,,1,2,12,3,2,0,0,87.5,349,68,4,1,2.75,0.69,1.0,0,0,0,0,1,49,2,100.0,29,0,0,3,0,,,,,,,,,9,1,1.5,15,0.78,1,0.69,1.2999999999999998,0.0
Armando Broja,al ALB,19,FW,Southampton,2021-2022,1975.0,6.0,0.0,5.9,0.3,5.9,1.0,6.0,45.0,19.0,0.13,0.32,56,29,114,10,13,2,0,60.1,2594,572,38,4,1.73,0.18,12.0,5,3,13,11,15,673,33,47.1,364,2,0,29,4,,,,,,,,,32,21,21.9,62,1.13,-11,-0.5,6.9,42.22222222222222
Dylan Bronn,tn TUN,26,DF,Metz,2021-2022,2545.0,1.0,2.0,1.8,1.0,1.8,1.2,3.0,15.0,7.0,0.07,0.14,14,58,3,4,63,4,1,80.6,18748,7367,15,4,0.53,0.14,47.0,29,40,12,78,87,1419,6,75.0,859,10,1,31,0,,,,,,,,,30,28,28.3,85,0.8,-27,-0.95,3.0,46.666666666666664
John Brooks,us USA,28,DF,Wolfsburg,2021-2022,2615.0,1.0,1.0,0.7,1.2,0.7,0.4,2.0,11.0,1.0,0.09,1.0,22,130,4,7,101,8,1,83.1,29973,11427,20,0,0.69,0.0,47.0,25,41,13,125,88,2047,9,69.2,1210,2,0,9,0,,,,,,,,,31,29,29.1,84,1.32,-6,-0.21,1.1,9.090909090909092
Daniel Brosinski,de GER,33,DF,Mainz 05,2021-2022,390.0,0.0,0.0,0.0,0.6,0.0,0.6,0.0,1.0,0.0,0.0,,9,21,24,8,16,8,4,65.8,2871,1634,12,1,2.77,0.23,2.0,1,3,5,9,5,276,0,0.0,118,0,0,1,0,,,,,,,,,11,4,4.3,35,0.91,-4,-0.92,0.6,0.0
Josh Brownhill,eng ENG,25,MF,Burnley,2021-2022,2955.0,2.0,3.0,1.4,3.2,1.4,2.6,5.0,29.0,9.0,0.07,0.22,18,106,37,40,97,22,3,74.5,13793,4197,75,3,2.28,0.09,73.0,37,68,22,42,141,1528,15,50.0,614,10,0,39,2,,,,,,,,,35,32,32.8,84,0.97,-14,-0.43,4.0,31.03448275862069
Marcelo Brozović,hr CRO,28,MF,Inter,2021-2022,2937.0,2.0,1.0,1.3,3.4,1.3,1.9,3.0,32.0,13.0,0.06,0.15,51,263,36,35,264,29,9,92.1,44859,13556,98,12,3.0,0.37,77.0,45,37,16,36,114,2911,28,75.7,1859,7,0,43,1,,,,,,,,,35,35,32.6,84,2.34,51,1.56,3.2,40.625
Cédric Brunner,ch SUI,27,DF,Arminia,2021-2022,2183.0,0.0,1.0,0.2,1.7,0.2,1.2,1.0,10.0,0.0,0.0,,23,82,45,16,61,25,13,64.9,13580,6256,37,3,1.53,0.12,51.0,35,43,23,84,94,1417,15,53.6,578,6,0,35,2,,,,,,,,,27,26,24.3,81,1.0,-10,-0.41,1.4,0.0
Lewis Brunt,eng ENG,20,MF,Leicester City,2021-2022,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,2,2,0,1,0,0,100.0,365,28,0,0,0.0,0.0,0.0,0,0,0,0,0,26,1,100.0,22,0,0,0,0,,,,,,,,,1,0,0.3,24,0.0,0,0.0,0.0,
Jacob Bruun Larsen,dk DEN,22,"FW,MF",Hoffenheim,2021-2022,812.0,4.0,0.0,2.8,1.5,2.8,2.0,4.0,18.0,7.0,0.22,0.57,31,27,106,15,15,16,1,72.4,3045,690,26,1,2.88,0.11,2.0,1,5,10,5,7,384,9,42.9,244,1,0,6,1,,,,,,,,,25,9,9.0,32,1.04,-5,-0.55,4.8,38.88888888888889
Ante Budimir,hr CRO,30,FW,Osasuna,2021-2022,1738.0,8.0,2.0,8.3,0.6,6.8,0.7,10.0,43.0,19.0,0.14,0.32,19,23,90,10,18,6,1,57.0,2566,416,28,4,1.45,0.21,24.0,10,3,10,16,27,606,11,35.5,285,3,0,37,7,,,,,,,,,28,20,19.3,62,1.07,-6,-0.31,7.5,44.18604651162791
Emi Buendía,ar ARG,24,"MF,FW",Aston Villa,2021-2022,1899.0,4.0,6.0,3.4,4.2,3.4,5.8,10.0,44.0,13.0,0.09,0.31,40,117,84,48,71,43,3,78.8,10017,2688,83,10,3.93,0.47,38.0,18,9,19,11,47,1146,40,62.5,673,1,0,17,5,,,,,,,,,35,22,21.1,54,1.11,-2,-0.09,9.2,29.545454545454547
Osman Bukari,gh GHA,22,"FW,MF",Nantes,2021-2022,1012.0,2.0,4.0,1.4,1.7,1.4,2.8,6.0,20.0,9.0,0.1,0.22,46,20,91,18,10,6,2,73.6,2723,644,34,8,3.03,0.71,18.0,8,8,8,1,26,438,21,45.7,288,1,0,14,0,,,,,,,,,24,10,11.2,42,1.25,3,0.27,4.199999999999999,45.0
Aleksander Buksa,pl POL,18,FW,Genoa,2021-2022,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1,4,0,0,0,0,33.3,58,26,0,0,0.0,0.0,0.0,0,0,1,1,0,18,0,,7,0,0,2,0,,,,,,,,,4,0,0.7,16,0.25,-1,-1.43,0.0,
Alessandro Buongiorno,it ITA,22,DF,Torino,2021-2022,1181.0,0.0,1.0,0.9,0.3,0.9,0.7,1.0,6.0,1.0,0.0,0.0,8,30,3,5,28,1,1,80.7,7307,2436,9,3,0.68,0.23,20.0,9,31,7,44,51,693,2,50.0,362,5,0,27,1,,,,,,,,,23,12,13.1,51,1.43,6,0.46,1.6,16.666666666666664
Sascha Burchert,de GER,31,GK,Greuther Fürth,2021-2022,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,2,0,1,13,0,0,59.6,11556,9168,2,0,0.14,0.0,1.0,1,0,0,11,1,598,0,,326,0,0,0,0,28.0,46.0,65.3,3.0,23.0,-3.0,24.0,17.2,14,14,14.0,90,0.71,-17,-1.21,0.0,
Delano Burgzorg,sr SUR,22,MF,Mainz 05,2021-2022,27.0,1.0,0.0,0.3,0.0,0.3,0.0,1.0,2.0,1.0,0.5,1.0,0,0,3,0,0,0,0,100.0,17,4,1,0,3.33,0.0,1.0,1,0,0,0,1,12,1,25.0,7,0,0,1,0,,,,,,,,,3,0,0.3,9,2.0,3,10.0,0.3,50.0
Jonathan Burkardt,de GER,21,"FW,MF",Mainz 05,2021-2022,2611.0,11.0,3.0,12.8,2.4,12.0,2.7,14.0,78.0,33.0,0.13,0.3,64,64,200,32,32,19,4,66.3,5907,1265,79,6,2.72,0.21,17.0,8,8,30,16,25,986,40,50.6,618,0,0,24,7,,,,,,,,,34,32,29.0,77,1.35,2,0.07,14.7,42.30769230769231
Roman Bürki,ch SUI,30,GK,Dortmund,2021-2022,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,0,69.6,262,207,0,0,0.0,0.0,0.0,0,0,0,0,0,24,0,,11,0,0,0,0,1.0,0.0,100.0,0.0,1.0,0.0,5.0,27.3,1,1,1.0,90,3.0,1,1.0,0.0,
Dan Burn,eng ENG,29,DF,Newcastle Utd,2021-2022,1440.0,0.0,1.0,0.7,0.3,0.7,0.4,1.0,11.0,1.0,0.0,0.0,6,31,2,4,32,0,0,78.2,8701,2825,6,1,0.37,0.06,16.0,11,20,5,101,36,782,0,,340,4,0,11,0,,,,,,,,,16,16,16.0,90,1.94,2,0.12,1.1,9.090909090909092
Dan Burn,eng ENG,29,DF,Brighton,2021-2022,1022.0,1.0,0.0,1.6,0.1,1.5,0.5,1.0,7.0,3.0,0.14,0.33,9,50,3,2,43,1,0,81.1,10143,3167,7,0,0.62,0.0,22.0,12,24,4,51,46,797,0,0.0,455,4,0,15,0,,,,,,,,,13,12,11.4,79,1.31,-2,-0.18,2.0,42.857142857142854
